,full_address,neighborhood,nid,sale_price,prediction,difference,shap
1570,"132 Colby St, San Francisco, CA 94134",10 - Portola,10060,1300000,1371097,71097,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1121602 2) latitude = 37.72849 3) street_name = Colby 
1571,"4239 Folsom St, San Francisco, CA 94110-6121",9 - Bernal Heights,9010,1167000,1434716,267716,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1407665 2) lot_sf = 1751.0 3) street_name = Folsom 
1572,"4235 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1150000,1415685,265685,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1407665 2) lot_sf = 1750.0 3) street_name = Folsom 
1573,"223 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,875000,935093,60093,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 819114 2) latitude = 37.714806 3) baths = 1.0 
1574,"211 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,855000,1066617,211617,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 877849 2) latitude = 37.714874 3) lot_sf = 1873.0 
1575,"18 Dartmouth St, San Francisco, CA 94134",10 - Portola,10060,1700000,1778547,78547,Pros: 1) year_sold = 2018 2) baths = 5.0 3) park_leased = ONST  Cons: 1) comp_price = 1476304 2) beds = 5 3) latitude = 37.730892 
1576,"1500 Visitacion Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,901920,1920,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 833278 2) latitude = 37.713013000000004 3) baths = 1.0 
1577,"1500 Visitacion Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,800000,901920,101920,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 833278 2) latitude = 37.713013000000004 3) baths = 1.0 
1578,"4023 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,855750,983743,127993,Pros: 1) year_sold = 2018 2) rooms = 3.0 3) nid = 9010  Cons: 1) comp_price = 943071 2) baths = 1.0 3) lot_sf = 1750.0 
1579,"4001 Folsom St, San Francisco, CA 94110-6117",9 - Bernal Heights,9010,1620000,1557211,-62788,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1751.0 2) street_name = Folsom 3) latitude = 37.736977 
1580,"3960 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1750000,1447499,-302500,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1449336 2) lot_sf = 1750.0 3) street_name = Folsom 
1581,"871 Treat Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1550000,1668596,118596,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.75628  Cons: 1) baths = 1.0 2) comp_price = 1519974 3) street_name = Treat 
1582,"3655 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1345441,145441,Pros: 1) year_sold = 2018 2) rooms = 4.0 3) nid = 9010  Cons: 1) baths = 1.0 2) comp_price = 1503162 3) lot_sf = 1764.0 
1583,"2 Argonaut Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,810000,912992,102992,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 775130 2) latitude = 37.71045 3) lot_sf = 1403.0 
1584,"633 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1465764,-134235,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1452793 2) lot_sf = 1750.0 3) street_name = Banks 
1585,"396 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1300000,1233717,-66282,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1083860 2) lot_sf = 1694.0 3) latitude = 37.731518 
1586,"188 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1880001,330001,Pros: 1) year_sold = 2018 2) comp_price = 1939860 3) baths = 3.0  Cons: 1) lot_sf = 1750.0 2) street_name = Banks 3) latitude = 37.740456 
1587,"307 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1176089,-23910,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1116272 2) baths = 1.0 3) lot_sf = 1892.0 
1588,"160 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1425000,1313439,-111560,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1223400 2) lot_sf = 1746.0 3) street_name = Banks 
1589,"151 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1512500,1265301,-247198,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1208601 2) baths = 1.0 3) lot_sf = 1746.0 
1590,"128 Britton St, San Francisco, CA 94134-2783",10 - Visitacion Valley,10050,1050000,1144102,94102,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) lot_sf = 4142.0  Cons: 1) comp_price = 948496 2) latitude = 37.712486 3) street_name = Britton 
1591,"125 Britton St, San Francisco, CA 94134",10 - Visitacion Valley,10050,590000,1003215,413215,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) lot_sf = 4142.0  Cons: 1) comp_price = 643853 2) latitude = 37.712509999999995 3) baths = 1.0 
1592,"3 Balmy St, San Francisco, CA 94110",9 - Inner Mission,9020,1225000,1499393,274393,Pros: 1) year_sold = 2018 2) nid = 9020 3) street_name = Balmy  Cons: 1) lot_sf = 1750.0 2) rooms = 8.0 3) park_leased = 0 
1593,"1603 Treat Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1415000,1625615,210615,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) baths = 1.0 2) street_name = Treat 3) sf = 1270 
1594,"360 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,767500,1127426,359926,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 891197 2) lot_sf = 1947.0 3) latitude = 37.731697 
1595,"178 Rey St, San Francisco, CA 94134",10 - Visitacion Valley,10050,955000,895429,-59570,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 688405 2) latitude = 37.71127 3) lot_sf = 2000.0 
1596,"760 Felton St, San Francisco, CA 94134",10 - Portola,10060,1410000,1300992,-109007,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1189312 2) baths = 1.0 3) latitude = 37.728085 
1597,"356 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,2225000,1569978,-655021,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1750.0 2) street_name = Prentiss 3) comp_price = 1551742 
1598,"147 Ripley St, San Francisco, CA 94110",9 - Bernal Heights,9010,1601000,1514076,-86923,Pros: 1) year_sold = 2018 2) nid = 9010 3) view_count = 4  Cons: 1) street_name = Ripley 2) park_leased = 0 3) comp_price = 1575449 
1599,"161 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1248578,-251421,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1057754 2) lot_sf = 1750.0 3) street_name = Prentiss 
1600,"136 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,1700000,1444978,-255021,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 1300110 2) baths = 1.0 3) street_name = Prentiss 
1601,"309 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,2109000,1898336,-210663,Pros: 1) year_sold = 2018 2) comp_price = 1919525 3) baths = 3.5  Cons: 1) lot_sf = 1751.0 2) street_name = Prentiss 3) beds = 4 
1602,"30 Winter Pl, San Francisco, CA 94133",8 - North Beach,8040,2450000,2417047,-32952,Pros: 1) year_sold = 2018 2) comp_price = 2077744 3) latitude = 37.79978  Cons: 1) lot_sf = 567.0 2) sf = 1625 3) beds = 3 
1603,"347 Hale St, San Francisco, CA 94134",10 - Portola,10060,868000,1165810,297810,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1015404 2) latitude = 37.73115 3) street_name = Hale 
1604,"463 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1460000,1350512,-109487,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1258799 2) lot_sf = 1751.0 3) street_name = Nevada 
1605,"430 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1050000,1031443,-18556,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 842521 2) baths = 1.0 3) lot_sf = 1711.0 
1606,"326 Sweeny St, San Francisco, CA 94134-1123",10 - Portola,10060,1000000,1280692,280692,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1187956 2) lot_sf = 1947.0 3) latitude = 37.731873 
1607,"366 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1525000,1213698,-311301,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 1095199 2) baths = 1.0 3) lot_sf = 1751.0 
1608,"3215 Harrison St, San Francisco, CA 94110",9 - Bernal Heights,9010,1760000,1574532,-185467,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 980.0 2) comp_price = 1536481 3) street_name = Harrison 
1609,"298 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1100000,1217111,117111,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) beds = 1  Cons: 1) comp_price = 1080690 2) baths = 1.0 3) lot_sf = 1750.0 
1610,"115 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1368080,-181919,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1230357 2) street_name = Nevada 3) lot_sf = 2495.0 
1611,"3060 26th St, San Francisco, CA 94110",9 - Inner Mission,9020,1615000,1939919,324919,Pros: 1) year_sold = 2018 2) comp_price = 2066257 3) park_leased = ONST  Cons: 1) lot_sf = 1036.0 2) rooms = 9.0 3) beds = 3 
1612,"169 Putnam St, San Francisco, CA 94110",9 - Bernal Heights,9010,1365000,1462200,97200,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1389828 2) lot_sf = 1751.0 3) street_name = Putnam 
1613,"178 Ripley St, San Francisco, CA 94110",9 - Bernal Heights,9010,2800000,1857469,-942530,Pros: 1) year_sold = 2018 2) comp_price = 1927092 3) park_leased = ONST  Cons: 1) street_name = Ripley 2) lot_sf = 2247.0 3) rooms = 7.0 
1614,"1337 Cortland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1250000,1420701,170701,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1362221 2) lot_sf = 2000.0 3) street_name = Cortland 
1615,"1424 Alabama St, San Francisco, CA 94110",9 - Inner Mission,9020,1150000,1416766,266766,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9020  Cons: 1) comp_price = 1325758 2) baths = 1.0 3) street_name = Alabama 
1616,"1618 Alabama St, San Francisco, CA 94110",9 - Bernal Heights,9010,2650000,2430107,-219892,Pros: 1) comp_price = 2689382 2) year_sold = 2018 3) baths = 3.0  Cons: 1) street_name = Alabama 2) beds = 4 3) view_count = 1 
1617,"2811 22nd St, San Francisco, CA 94110",9 - Inner Mission,9020,1640000,1929003,289003,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) lot_sf = 2596.0 2) view_count = 1 3) sf = 1678 
1618,"1664 Alabama St, San Francisco, CA 94110",9 - Bernal Heights,9010,1050000,1403199,353199,Pros: 1) year_sold = 2018 2) nid = 9010 3) longitude = -122.41053000000001  Cons: 1) comp_price = 1465398 2) street_name = Alabama 3) park_leased = 0 
1619,"57 Nebraska St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1410052,-189947,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1399133 2) lot_sf = 1750.0 3) street_name = Nebraska 
1620,"1305 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,1220000,1320887,100887,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1284041 2) lot_sf = 1797.0 3) latitude = 37.730984 
1621,"3024 25th St, San Francisco, CA 94110",9 - Inner Mission,9020,2480000,2357558,-122441,Pros: 1) comp_price = 2502220 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) lot_sf = 2500.0 2) beds = 3 3) elevation = 50.61 
1622,"151 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1425000,1364105,-60894,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1165648 2) lot_sf = 1751.0 3) street_name = Bronte 
1623,"147 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,2346400,2170990,-175409,Pros: 1) comp_price = 2373469 2) year_sold = 2018 3) baths = 3.5  Cons: 1) lot_sf = 1750.0 2) street_name = Bronte 3) rooms = 7.5 
1624,"108 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1433865,-66134,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1381390 2) lot_sf = 1750.0 3) street_name = Bronte 
1625,"845 Colby St, San Francisco, CA 94134-1825",10 - Portola,10060,940000,1168662,228662,Pros: 1) year_sold = 2018 2) view_count = 9 3) park_leased = ONST  Cons: 1) comp_price = 785373 2) latitude = 37.719975 3) baths = 1.0 
1626,"62 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1325000,1204817,-120182,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1044247 2) baths = 1.0 3) lot_sf = 1750.0 
1627,"910 Mansell St, San Francisco, CA 94134",10 - Portola,10060,1010000,1209762,199762,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 6  Cons: 1) comp_price = 1023064 2) latitude = 37.719296 3) street_name = Mansell 
1628,"1160 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,1310000,1539730,229730,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9020  Cons: 1) comp_price = 1468302 2) beds = 5 3) street_name = Florida 
1629,"1425 Cortland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1350000,1470641,120641,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1442082 2) street_name = Cortland 3) beds = 4 
1630,"340 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1415000,1486619,71619,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) baths = 2.5  Cons: 1) comp_price = 1348081 2) lot_sf = 1751.0 3) street_name = Bradford 
1631,"1520 Florida St, San Francisco, CA 94110",9 - Bernal Heights,9010,1475000,1647547,172547,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) street_name = Florida 2) rooms = 7.0 3) lot_sf = 2495.0 
1632,"224 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1153000,1409175,256175,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1318143 2) lot_sf = 1750.0 3) street_name = Bradford 
1633,"338 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,740000,959547,219547,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 774270 2) latitude = 37.715396999999996 3) baths = 1.0 
1634,"77 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1000000,1353579,353579,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1372712 2) baths = 1.0 3) lot_sf = 1746.0 
1635,"54 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1325000,1170346,-154653,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 5  Cons: 1) comp_price = 1066456 2) baths = 1.0 3) lot_sf = 1500.0 
1636,"156 Cora St, San Francisco, CA 94134",10 - Visitacion Valley,10050,760000,1040144,280144,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 778035 2) latitude = 37.710803999999996 3) street_name = Cora 
1637,"61 Somerset St, San Francisco, CA 94134",10 - Portola,10060,620000,772534,152534,Pros: 1) year_sold = 2018 2) nid = 10060 3) longitude = -122.40921000000002  Cons: 1) comp_price = 743801 2) lot_sf = 1380.0 3) baths = 1.0 
1638,"635 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,868000,983481,115481,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 718483 2) latitude = 37.716034 3) street_name = Campbell 
1639,"519 Hamilton St, San Francisco, CA 94134",10 - Portola,10060,1250000,1288273,38273,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1024382 2) latitude = 37.724606 3) street_name = Hamilton 
1640,"356 Holyoke St, San Francisco, CA 94134",10 - Portola,10060,1230000,1142703,-87296,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 961666 2) baths = 1.0 3) latitude = 37.726867999999996 
1641,"527 Peralta Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1391000,1304768,-86231,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1225946 2) baths = 1.0 3) lot_sf = 1934.0 
1642,"25 Cora St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1000000,1259117,259117,Pros: 1) year_sold = 2018 2) baths = 4.0 3) park_leased = ONST  Cons: 1) comp_price = 1080522 2) latitude = 37.712494 3) lot_sf = 1745.0 
1643,"266 Raymond Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,938000,881709,-56290,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 755757 2) latitude = 37.7136 3) baths = 1.0 
1644,"378 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1234567,1142468,-92098,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 935433 2) baths = 1.0 3) street_name = Franconia 
1645,"44 Samoset St, San Francisco, CA 94110",9 - Bernal Heights,9010,1625000,1497229,-127770,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1500737 2) lot_sf = 1746.0 3) street_name = Samoset 
1646,"673 Hamilton St, San Francisco, CA 94134",10 - Portola,10060,1150000,1197370,47370,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1035546 2) latitude = 37.72285 3) street_name = Hamilton 
1647,"366 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1535000,1371934,-163065,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1254792 2) street_name = Franconia 3) baths = 1.5 
1648,"501 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1865000,2253226,388226,Pros: 1) comp_price = 2553946 2) year_sold = 2018 3) baths = 3.0  Cons: 1) beds = 5 2) street_name = Franconia 3) rooms = 8.0 
1649,"377 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1775000,2022299,247299,Pros: 1) year_sold = 2018 2) comp_price = 2031203 3) baths = 3.5  Cons: 1) lot_sf = 1750.0 2) street_name = Franconia 3) beds = 3 
1650,"21 Samoset St, San Francisco, CA 94110",9 - Bernal Heights,9010,1100000,1493757,393757,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1746.0 2) street_name = Samoset 3) comp_price = 1549852 
1651,"1318 York St, San Francisco, CA 94110",9 - Inner Mission,9020,1800000,1751501,-48498,Pros: 1) year_sold = 2018 2) comp_price = 1779491 3) park_leased = ONST  Cons: 1) street_name = York 2) rooms = 7.0 3) lot_sf = 2500.0 
1652,"209 Montcalm St, San Francisco, CA 94110",9 - Bernal Heights,9010,2505555,2231951,-273603,Pros: 1) year_sold = 2018 2) comp_price = 2267857 3) view_count = 10  Cons: 1) lot_sf = 1750.0 2) street_name = Montcalm 3) beds = 3 
1653,"550 Holyoke St, San Francisco, CA 94134",10 - Portola,10060,1295000,1263822,-31177,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1076470 2) latitude = 37.72453 3) street_name = Holyoke 
1654,"263 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,680000,804348,124348,Pros: 1) year_sold = 2018 2) nid = 10050 3) rooms = 4.0  Cons: 1) comp_price = 758768 2) latitude = 37.714928 3) baths = 1.0 
1655,"360 Somerset St, San Francisco, CA 94134",10 - Portola,10060,900000,1164431,264431,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 988873 2) baths = 1.0 3) latitude = 37.727084999999995 
1656,"321 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1705000,1553137,-151862,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1488042 2) lot_sf = 1750.0 3) street_name = Franconia 
